carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_rk,color_rk,clarity_rk
0.71,Ideal,E,VS1,61.5,55.0,3748,5.78,5.75,3.55,117.98,1,2,4
0.9,Very Good,H,VS1,61.5,59.0,4136,6.13,6.19,3.79,143.81,3,5,4
0.38,Ideal,D,VS1,62.2,57.0,1067,4.63,4.66,2.89,62.35,1,1,4
0.9,Very Good,H,VS1,61.8,56.0,4136,6.16,6.18,3.81,145.04,3,5,4
0.9,Very Good,H,VS1,62.7,57.0,4136,6.14,6.18,3.86,146.47,3,5,4
0.9,Very Good,H,VS1,63.0,59.0,4136,6.1,6.13,3.85,143.96,3,5,4
0.71,Premium,H,VS1,62.8,58.0,2398,5.7,5.67,3.57,115.38,2,5,4
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,118.36,1,5,4
1.02,Premium,H,VS1,62.1,59.0,5569,6.43,6.38,3.98,163.27,2,5,4
0.71,Very Good,H,VS1,62.8,59.0,2428,5.61,5.7,3.55,113.52,3,5,4
0.32,Ideal,H,VS1,61.6,56.0,592,4.42,4.46,2.73,53.82,1,5,4
0.33,Ideal,H,VS1,62.2,53.3,592,4.45,4.48,2.77,55.22,1,5,4
1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26,196.69,3,5,4
0.33,Premium,I,VS1,59.5,60.0,521,4.5,4.54,2.69,54.96,2,6,4
1.59,Ideal,H,VS1,61.8,56.0,14031,7.49,7.53,4.64,261.69,1,5,4
1.29,Very Good,H,VS1,60.8,58.0,8629,7.01,7.04,4.27,210.73,3,5,4
0.73,Ideal,I,VS1,61.6,55.0,2596,5.77,5.79,3.56,118.93,1,6,4
1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13,187.89,1,1,4
1.55,Premium,H,VS1,62.6,58.0,11562,7.4,7.34,4.61,250.4,2,5,4
0.7,Ideal,E,VS1,60.5,56.0,3419,5.78,5.83,3.51,118.28,1,2,4
0.33,Premium,I,VS1,61.1,59.0,668,4.47,4.44,2.72,53.98,2,6,4
0.3,Very Good,E,VS1,61.5,57.0,578,4.28,4.31,2.64,48.7,3,2,4
0.7,Premium,D,VS1,61.2,60.0,3425,5.69,5.71,3.49,113.39,2,1,4
1.3,Very Good,H,VS1,61.9,56.0,7747,6.97,7.05,4.34,213.26,3,5,4
0.24,Very Good,E,VS1,62.5,55.0,412,3.96,3.98,2.48,39.09,3,2,4
0.27,Very Good,E,VS1,60.6,59.0,413,4.19,4.22,2.55,45.09,3,2,4
0.41,Premium,E,VS1,60.4,58.0,1079,4.78,4.82,2.9,66.81,2,2,4
0.34,Ideal,H,VS1,62.7,57.0,596,4.45,4.48,2.8,55.82,1,5,4
1.15,Ideal,H,VS1,62.7,57.0,7123,6.68,6.64,4.17,184.96,1,5,4
0.63,Premium,D,VS1,59.2,61.0,2554,5.6,5.55,3.3,102.56,2,1,4
0.82,Premium,H,VS1,62.5,59.0,3008,5.96,5.94,3.72,131.7,2,5,4
1.0,Good,D,VS1,64.0,58.0,6250,6.27,6.21,3.99,155.36,4,1,4
1.03,Ideal,H,VS1,61.5,57.0,4874,6.49,6.45,3.98,166.6,1,5,4
1.02,Very Good,E,VS1,62.9,54.0,8317,6.38,6.46,4.04,166.51,3,2,4
2.02,Ideal,I,VS1,62.1,56.0,18324,8.13,8.09,5.04,331.49,1,6,4
0.76,Premium,I,VS1,59.3,62.0,2753,5.93,5.85,3.49,121.07,2,6,4
0.31,Very Good,E,VS1,61.2,61.0,587,4.29,4.37,2.65,49.68,3,2,4
0.7,Very Good,H,VS1,61.5,58.0,2394,5.66,5.72,3.5,113.31,3,5,4
0.28,Very Good,E,VS1,63.1,55.0,588,4.18,4.15,2.63,45.62,3,2,4
0.8,Very Good,E,VS1,60.7,60.0,4118,6.0,6.09,3.67,134.1,3,2,4
0.63,Ideal,H,VS1,61.2,57.0,2040,5.5,5.55,3.37,102.87,1,5,4
0.43,Premium,E,VS1,62.3,58.0,1209,4.82,4.78,2.99,68.89,2,2,4
0.28,Very Good,E,VS1,61.8,55.0,489,4.21,4.24,2.61,46.59,3,2,4
1.03,Very Good,E,VS1,61.5,58.0,7477,6.43,6.55,3.99,168.04,3,2,4
0.92,Premium,H,VS1,61.7,62.0,4039,6.2,6.12,3.8,144.19,2,5,4
1.06,Very Good,E,VS1,59.6,60.0,8219,6.68,6.75,4.0,180.36,3,2,4
0.41,Premium,E,VS1,61.9,59.0,1079,4.77,4.8,2.96,67.77,2,2,4
0.43,Very Good,E,VS1,61.9,53.0,1051,4.86,4.89,3.02,71.77,3,2,4
1.01,Very Good,H,VS1,63.5,56.0,4412,6.32,6.27,4.0,158.51,3,5,4
1.32,Premium,I,VS1,62.4,58.0,4719,7.01,6.96,4.36,212.72,2,6,4
1.28,Ideal,I,VS1,61.3,57.0,7025,7.02,6.98,4.29,210.21,1,6,4
0.41,Premium,E,VS1,60.1,58.0,1153,4.84,4.81,2.9,67.51,2,2,4
0.4,Premium,E,VS1,60.3,58.0,1053,4.8,4.82,2.9,67.09,2,2,4
0.41,Premium,E,VS1,59.9,58.0,1153,4.88,4.83,2.91,68.59,2,2,4
0.51,Ideal,H,VS1,62.7,54.0,1438,5.12,5.15,3.22,84.9,1,5,4
1.12,Very Good,E,VS1,60.8,58.0,8788,6.69,6.73,4.08,183.7,3,2,4
0.51,Fair,H,VS1,55.5,64.0,1234,5.44,5.4,3.01,88.42,5,5,4
0.36,Ideal,D,VS1,60.8,57.0,1094,4.59,4.62,2.8,59.38,1,1,4
0.51,Ideal,H,VS1,62.6,57.0,1438,5.09,5.13,3.2,83.56,1,5,4
0.41,Premium,E,VS1,60.6,59.0,1153,4.8,4.77,2.9,66.4,2,2,4
0.74,Ideal,I,VS1,60.7,55.0,2609,5.84,5.88,3.56,122.25,1,6,4
0.51,Ideal,H,VS1,61.1,56.0,1438,5.11,5.16,3.14,82.79,1,5,4
0.51,Ideal,H,VS1,62.7,57.0,1438,5.08,5.13,3.2,83.39,1,5,4
0.3,Very Good,E,VS1,61.7,56.0,755,4.3,4.33,2.66,49.53,3,2,4
1.98,Fair,H,VS1,58.3,69.0,12923,8.28,8.17,4.8,324.71,5,5,4
0.93,Very Good,I,VS1,62.6,59.0,4033,6.17,6.2,3.87,148.04,3,6,4
2.16,Ideal,I,VS1,62.7,56.0,18342,8.28,8.2,5.17,351.02,1,6,4
1.0,Very Good,E,VS1,63.2,53.0,5914,6.4,6.33,4.02,162.86,3,2,4
0.46,Ideal,H,VS1,61.2,55.0,1401,4.96,5.04,3.06,76.5,1,5,4
0.7,Very Good,H,VS1,59.5,60.0,2421,5.74,5.76,3.42,113.07,3,5,4
0.9,Very Good,I,VS1,63.5,57.0,3484,6.06,6.03,3.84,140.32,3,6,4
1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7,100.97,2,5,4
0.36,Ideal,D,VS1,61.7,55.0,1094,4.58,4.62,2.84,60.09,1,1,4
0.61,Ideal,H,VS1,60.8,56.0,2053,5.51,5.47,3.34,100.67,1,5,4
1.2,Ideal,H,VS1,62.3,54.0,7768,6.78,6.86,4.25,197.67,1,5,4
1.2,Very Good,H,VS1,62.0,57.0,6177,6.77,6.81,4.21,194.1,3,5,4
1.24,Ideal,H,VS1,61.6,56.0,7743,6.95,6.87,4.26,203.4,1,5,4
0.32,Very Good,I,VS1,59.8,60.0,505,4.44,4.46,2.66,52.67,3,6,4
0.41,Premium,E,VS1,60.7,58.0,1153,4.83,4.79,2.92,67.56,2,2,4
1.59,Ideal,H,VS1,61.8,57.0,12157,7.49,7.42,4.61,256.2,1,5,4
1.21,Ideal,D,VS1,60.1,60.0,11019,6.92,6.99,4.18,202.19,1,1,4
0.76,Ideal,H,VS1,61.6,56.0,3424,5.85,5.9,3.62,124.94,1,5,4
0.7,Premium,D,VS1,60.4,58.0,2956,5.78,5.71,3.47,114.52,2,1,4
0.41,Premium,E,VS1,59.8,61.0,1153,4.85,4.79,2.88,66.91,2,2,4
0.41,Premium,E,VS1,60.0,58.0,1153,4.83,4.8,2.89,67.0,2,2,4
1.01,Very Good,E,VS1,62.0,57.0,6996,6.46,6.38,3.98,164.03,3,2,4
0.33,Premium,I,VS1,62.7,58.0,521,4.4,4.43,2.77,53.99,2,6,4
1.01,Very Good,E,VS1,62.1,58.0,6997,6.39,6.45,3.99,164.45,3,2,4
0.9,Ideal,H,VS1,62.0,56.0,4234,6.22,6.19,3.85,148.23,1,5,4
0.46,Ideal,E,VS1,62.2,54.0,1393,4.9,4.94,3.06,74.07,1,2,4
0.33,Ideal,H,VS1,61.4,57.0,579,4.44,4.49,2.74,54.62,1,5,4
0.33,Ideal,H,VS1,60.2,57.0,579,4.5,4.54,2.72,55.57,1,5,4
0.27,Very Good,E,VS1,62.3,54.0,463,4.17,4.21,2.61,45.82,3,2,4
0.33,Ideal,H,VS1,61.9,56.0,579,4.44,4.48,2.76,54.9,1,5,4
0.91,Ideal,H,VS1,62.9,55.0,4109,6.23,6.13,3.89,148.56,1,5,4
1.43,Ideal,H,VS1,62.0,55.0,11498,7.21,7.28,4.49,235.67,1,5,4
0.33,Premium,I,VS1,61.6,60.0,521,4.42,4.45,2.73,53.7,2,6,4
1.14,Premium,I,VS1,60.3,57.0,5148,6.83,6.81,4.11,191.17,2,6,4
0.41,Very Good,E,VS1,62.8,56.0,834,4.72,4.77,2.98,67.09,3,2,4
0.42,Very Good,E,VS1,62.1,55.0,1105,4.81,4.85,3.0,69.99,3,2,4
1.14,Very Good,E,VS1,63.1,59.0,8315,6.63,6.61,4.18,183.19,3,2,4
1.12,Ideal,H,VS1,60.9,57.0,7616,6.71,6.73,4.09,184.7,1,5,4
0.7,Very Good,I,VS1,63.1,57.0,2411,5.67,5.59,3.55,112.52,3,6,4
1.07,Very Good,E,VS1,62.0,60.0,7768,6.49,6.58,4.05,172.95,3,2,4
1.78,Premium,H,VS1,60.2,59.0,15601,7.96,7.83,4.75,296.05,2,5,4
0.41,Very Good,E,VS1,62.8,60.0,834,4.72,4.77,2.98,67.09,3,2,4
0.81,Ideal,E,VS1,61.6,55.0,4764,5.96,6.02,3.69,132.39,1,2,4
1.05,Premium,H,VS1,60.9,60.0,5580,6.58,6.53,3.99,171.44,2,5,4
0.9,Very Good,H,VS1,62.5,58.0,4428,6.09,6.13,3.82,142.61,3,5,4
0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59,45.14,1,6,4
0.66,Very Good,H,VS1,61.6,58.1,1978,5.54,5.58,3.42,105.72,3,5,4
0.38,Very Good,E,VS1,63.0,56.0,891,4.61,4.63,2.91,62.11,3,2,4
0.43,Very Good,E,VS1,61.3,56.0,890,4.85,4.88,2.98,70.53,3,2,4
0.71,Very Good,H,VS1,63.7,57.0,2590,5.63,5.67,3.6,114.92,3,5,4
1.4,Very Good,I,VS1,61.6,59.0,7584,7.17,7.22,4.43,229.33,3,6,4
0.33,Premium,E,VS1,60.9,58.0,1002,4.49,4.45,2.72,54.35,2,2,4
1.7,Premium,I,VS1,58.0,60.0,12030,7.88,7.84,4.56,281.71,2,6,4
0.43,Ideal,H,VS1,61.2,56.0,850,4.87,4.9,2.99,71.35,1,5,4
1.04,Very Good,E,VS1,63.0,55.0,7751,6.45,6.5,4.08,171.05,3,2,4
1.01,Very Good,E,VS1,59.4,59.0,8348,6.52,6.54,3.88,165.45,3,2,4
2.01,Ideal,I,VS1,61.4,59.0,17227,8.06,8.13,4.97,325.67,1,6,4
0.42,Ideal,H,VS1,62.4,57.0,847,4.76,4.79,2.98,67.95,1,5,4
0.42,Ideal,H,VS1,61.4,56.0,847,4.82,4.85,2.97,69.43,1,5,4
1.51,Very Good,E,VS1,59.5,59.0,16129,7.48,7.54,4.47,252.1,3,2,4
0.9,Ideal,H,VS1,60.9,57.0,4201,6.2,6.24,3.79,146.63,1,5,4
1.5,Good,H,VS1,63.4,59.0,10256,7.2,7.29,4.59,240.92,4,5,4
1.52,Premium,H,VS1,61.4,58.0,11516,7.3,7.44,4.55,247.12,2,5,4
0.7,Good,H,VS1,63.9,58.0,2367,5.67,5.59,3.6,114.1,4,5,4
0.44,Very Good,E,VS1,59.7,59.0,1090,4.94,5.01,2.97,73.51,3,2,4
0.41,Very Good,E,VS1,62.0,57.0,1079,4.74,4.77,2.95,66.7,3,2,4
0.41,Very Good,E,VS1,62.2,57.0,1079,4.74,4.78,2.96,67.07,3,2,4
0.41,Very Good,E,VS1,59.8,61.0,1079,4.79,4.85,2.88,66.91,3,2,4
0.72,Ideal,E,VS1,61.2,56.0,3409,5.78,5.83,3.55,119.63,1,2,4
0.4,Ideal,E,VS1,61.1,57.0,1291,4.75,4.78,2.97,67.43,1,2,4
0.31,Good,H,VS1,63.6,55.0,544,4.29,4.32,2.74,50.78,4,5,4
0.7,Good,H,VS1,59.4,62.0,2421,5.71,5.74,3.4,111.44,4,5,4
1.52,Good,H,VS1,63.5,60.0,11804,7.24,7.28,4.61,242.98,4,5,4
0.38,Very Good,E,VS1,58.1,59.0,1083,4.78,4.82,2.79,64.28,3,2,4
0.33,Ideal,H,VS1,61.8,56.0,579,4.41,4.46,2.74,53.89,1,5,4
1.21,Good,H,VS1,63.3,58.0,6748,6.72,6.77,4.27,194.26,4,5,4
1.0,Very Good,E,VS1,61.2,57.0,7002,6.43,6.47,3.95,164.33,3,2,4
0.33,Premium,E,VS1,61.6,58.0,1002,4.45,4.41,2.73,53.57,2,2,4
0.28,Very Good,E,VS1,58.9,58.0,487,4.27,4.32,2.53,46.67,3,2,4
0.42,Ideal,E,VS1,60.9,57.0,1372,4.83,4.86,2.95,69.25,1,2,4
0.31,Ideal,H,VS1,62.6,55.0,544,4.31,4.35,2.71,50.81,1,5,4
0.28,Very Good,E,VS1,59.5,59.0,487,4.29,4.35,2.57,47.96,3,2,4
0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56,45.27,3,2,4
1.52,Premium,H,VS1,61.4,58.0,11621,7.44,7.3,4.55,247.12,2,5,4
0.31,Good,H,VS1,63.1,58.0,544,4.26,4.3,2.7,49.46,4,5,4
0.54,Ideal,H,VS1,61.8,56.0,1709,5.21,5.25,3.23,88.35,1,5,4
0.9,Ideal,H,VS1,61.8,56.0,4194,6.18,6.24,3.84,148.08,1,5,4
0.28,Very Good,E,VS1,60.2,58.0,487,4.23,4.27,2.56,46.24,3,2,4
0.33,Ideal,H,VS1,61.7,54.0,579,4.45,4.47,2.75,54.7,1,5,4
0.71,Ideal,I,VS1,62.2,54.0,2557,5.71,5.75,3.56,116.88,1,6,4
0.31,Ideal,H,VS1,62.2,57.0,544,4.34,4.37,2.71,51.4,1,5,4
1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98,163.02,3,2,4
0.73,Very Good,H,VS1,61.4,58.0,2557,5.75,5.85,3.56,119.75,3,5,4
0.33,Ideal,H,VS1,62.0,55.0,579,4.44,4.46,2.76,54.65,1,5,4
0.42,Very Good,E,VS1,62.9,57.0,1005,4.75,4.79,3.0,68.26,3,2,4
2.06,Premium,I,VS1,58.4,55.0,15393,8.42,8.35,4.9,344.5,2,6,4
1.01,Very Good,E,VS1,60.9,55.0,7094,6.48,6.58,3.98,169.7,3,2,4
0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15,80.81,2,4,4
0.94,Premium,D,VS1,62.3,58.0,5980,6.34,6.28,3.93,156.47,2,1,4
0.43,Ideal,G,VS1,61.3,57.0,943,4.85,4.88,2.98,70.53,1,4,4
1.02,Ideal,E,VS1,62.6,56.0,8545,6.45,6.42,4.03,166.88,1,2,4
0.3,Premium,G,VS1,61.7,56.0,776,4.33,4.29,2.66,49.41,2,4,4
0.28,Ideal,I,VS1,62.4,54.0,448,4.18,4.19,2.61,45.71,1,6,4
0.3,Premium,G,VS1,61.3,58.0,776,4.33,4.29,2.64,49.04,2,4,4
0.7,Ideal,G,VS1,61.4,59.0,2780,5.64,5.73,3.49,112.79,1,4,4
0.3,Premium,G,VS1,61.8,60.0,776,4.32,4.29,2.66,49.3,2,4,4
0.3,Premium,G,VS1,60.0,60.0,776,4.33,4.3,2.59,48.22,2,4,4
0.5,Premium,G,VS1,59.7,60.0,1624,5.11,5.14,3.06,80.37,2,4,4
1.03,Ideal,E,VS1,59.5,57.0,7477,6.6,6.62,3.93,171.71,1,2,4
1.01,Ideal,E,VS1,61.6,57.0,7565,6.45,6.41,3.96,163.72,1,2,4
1.53,Premium,I,VS1,62.0,57.0,9877,7.39,7.35,4.57,248.23,2,6,4
1.51,Ideal,I,VS1,63.2,57.0,10655,7.4,7.28,4.62,248.89,1,6,4
0.5,Good,D,VS1,64.2,55.0,1701,5.01,5.08,3.24,82.46,4,1,4
0.7,Very Good,E,VS1,62.7,60.0,2671,5.59,5.64,3.52,110.98,3,2,4
0.3,Premium,G,VS1,62.3,59.0,776,4.3,4.27,2.67,49.02,2,4,4
0.3,Premium,G,VS1,62.9,60.0,776,4.29,4.26,2.69,49.16,2,4,4
1.25,Premium,I,VS1,60.4,59.0,6664,7.01,6.94,4.21,204.81,2,6,4
0.3,Premium,G,VS1,61.9,59.0,776,4.32,4.28,2.66,49.18,2,4,4
0.3,Premium,G,VS1,61.2,59.0,776,4.32,4.28,2.63,48.63,2,4,4
1.2,Good,I,VS1,64.8,58.0,5600,6.6,6.65,4.29,188.29,4,6,4
0.6,Very Good,E,VS1,60.9,58.0,2112,5.43,5.48,3.32,98.79,3,2,4
0.7,Premium,I,VS1,61.7,61.0,2234,5.69,5.63,3.49,111.8,2,6,4
1.21,Ideal,G,VS1,62.5,57.0,6025,6.77,6.7,4.21,190.96,1,4,4
0.3,Premium,G,VS1,62.2,59.0,776,4.31,4.28,2.67,49.25,2,4,4
0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76,55.27,1,1,4
1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8,294.66,1,6,4
0.3,Premium,G,VS1,60.0,60.0,605,4.3,4.33,2.59,48.22,2,4,4
0.51,Premium,D,VS1,59.5,57.0,1873,5.24,5.21,3.11,84.9,2,1,4
0.58,Ideal,E,VS1,61.8,57.0,2046,5.33,5.35,3.3,94.1,1,2,4
0.56,Ideal,E,VS1,60.8,55.0,1791,5.37,5.32,3.25,92.85,1,2,4
0.56,Ideal,E,VS1,62.3,57.0,1791,5.3,5.26,3.29,91.72,1,2,4
0.41,Premium,G,VS1,62.6,58.0,899,4.7,4.75,2.96,66.08,2,4,4
1.01,Ideal,E,VS1,62.7,55.0,7528,6.4,6.45,4.03,166.36,1,2,4
0.29,Ideal,G,VS1,61.9,55.0,532,4.25,4.28,2.64,48.02,1,4,4
0.3,Good,I,VS1,63.4,54.0,473,4.29,4.32,2.73,50.59,4,6,4
0.3,Premium,G,VS1,61.9,59.0,605,4.28,4.32,2.66,49.18,2,4,4
1.56,Very Good,I,VS1,58.2,59.0,10523,7.65,7.7,4.47,263.31,3,6,4
1.01,Fair,I,VS1,64.9,58.0,4263,6.17,6.22,4.02,154.28,5,6,4
0.31,Premium,G,VS1,61.2,59.0,625,4.35,4.37,2.67,50.76,2,4,4
0.3,Good,I,VS1,63.7,58.0,473,4.23,4.25,2.7,48.54,4,6,4
0.73,Premium,I,VS1,61.2,59.0,2371,5.82,5.84,3.57,121.34,2,6,4
0.38,Premium,I,VS1,60.1,60.0,778,4.72,4.66,2.82,62.03,2,6,4
1.01,Good,I,VS1,64.2,60.0,3484,6.35,6.27,4.05,161.25,4,6,4
1.2,Premium,I,VS1,62.8,56.0,6021,6.8,6.74,4.25,194.79,2,6,4
0.56,Ideal,G,VS1,62.2,55.0,1915,5.31,5.27,3.29,92.07,1,4,4
0.35,Premium,G,VS1,61.2,58.0,706,4.51,4.54,2.77,56.72,2,4,4
0.5,Premium,G,VS1,62.5,60.0,1624,5.06,5.08,3.17,81.48,2,4,4
1.24,Very Good,E,VS1,59.9,61.0,10202,6.96,6.99,4.18,203.36,3,2,4
0.37,Ideal,I,VS1,60.8,56.0,603,4.67,4.71,2.85,62.69,1,6,4
0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89,66.72,4,6,4
0.71,Very Good,I,VS1,62.3,60.0,2326,5.69,5.73,3.56,116.07,3,6,4
1.0,Premium,G,VS1,60.9,60.0,6000,6.51,6.41,3.91,163.16,2,4,4
0.3,Premium,G,VS1,61.8,60.0,605,4.29,4.32,2.66,49.3,2,4,4
1.24,Very Good,E,VS1,62.0,58.0,10185,6.9,6.96,4.3,206.5,3,2,4
0.9,Very Good,I,VS1,62.6,58.0,3844,6.09,6.15,3.83,143.45,3,6,4
0.3,Premium,G,VS1,61.3,58.0,605,4.29,4.33,2.64,49.04,2,4,4
0.7,Ideal,I,VS1,61.5,56.0,2924,5.71,5.75,3.52,115.57,1,6,4
0.3,Premium,G,VS1,62.9,58.0,776,4.32,4.27,2.7,49.81,2,4,4
0.57,Very Good,E,VS1,62.9,56.0,1942,5.31,5.35,3.35,95.17,3,2,4
0.36,Ideal,G,VS1,61.4,56.0,949,4.55,4.6,2.81,58.81,1,4,4
1.07,Premium,G,VS1,59.6,58.0,5967,6.66,6.7,3.98,177.6,2,4,4
0.5,Very Good,E,VS1,61.6,59.0,1554,5.06,5.14,3.14,81.67,3,2,4
0.42,Ideal,D,VS1,61.1,57.0,1179,4.81,4.84,2.95,68.68,1,1,4
1.02,Ideal,E,VS1,60.1,57.0,8244,6.59,6.52,3.94,169.29,1,2,4
0.7,Very Good,E,VS1,62.2,55.0,3154,5.65,5.67,3.52,112.76,3,2,4
0.5,Premium,D,VS1,62.8,58.0,1807,5.05,5.01,3.16,79.95,2,1,4
0.32,Premium,I,VS1,62.6,58.0,648,4.4,4.38,2.75,53.0,2,6,4
0.71,Premium,I,VS1,62.5,59.0,2202,5.75,5.71,3.58,117.54,2,6,4
0.9,Good,I,VS1,62.8,57.0,3398,6.07,6.16,3.84,143.58,4,6,4
0.5,Premium,G,VS1,59.8,58.0,1624,5.15,5.19,3.09,82.59,2,4,4
0.51,Ideal,D,VS1,62.3,56.0,1882,5.09,5.12,3.18,82.87,1,1,4
0.35,Ideal,E,VS1,61.9,56.0,851,4.53,4.55,2.81,57.92,1,2,4
0.78,Very Good,E,VS1,61.0,55.0,3564,5.94,5.96,3.63,128.51,3,2,4
0.7,Very Good,E,VS1,63.6,57.0,3154,5.61,5.65,3.58,113.47,3,2,4
2.01,Very Good,I,VS1,63.5,59.0,14792,8.03,7.93,5.07,322.85,3,6,4
0.7,Very Good,E,VS1,62.0,60.0,3109,5.61,5.64,3.49,110.42,3,2,4
0.7,Premium,G,VS1,61.0,59.0,2535,5.77,5.68,3.49,114.38,2,4,4
1.21,Very Good,I,VS1,60.6,60.0,5726,6.89,6.85,4.16,196.34,3,6,4
0.32,Ideal,D,VS1,61.8,56.0,736,4.39,4.41,2.72,52.66,1,1,4
0.35,Premium,I,VS1,61.1,60.0,709,4.58,4.52,2.78,57.55,2,6,4
0.7,Very Good,E,VS1,63.8,57.0,3177,5.61,5.65,3.59,113.79,3,2,4
1.25,Premium,G,VS1,61.8,58.0,9009,6.91,6.94,4.28,205.25,2,4,4
0.36,Ideal,E,VS1,62.4,55.0,852,4.59,4.61,2.87,60.73,1,2,4
1.74,Ideal,I,VS1,61.8,56.0,15189,7.69,7.73,4.77,283.55,1,6,4
0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78,57.93,1,6,4
0.45,Premium,I,VS1,62.3,58.0,1035,4.86,4.84,3.02,71.04,2,6,4
0.61,Premium,I,VS1,60.0,61.0,1614,5.53,5.5,3.31,100.67,2,6,4
0.53,Premium,G,VS1,63.0,58.0,1727,5.17,5.15,3.25,86.53,2,4,4
1.32,Ideal,G,VS1,62.4,53.0,10631,7.03,7.08,4.4,219.0,1,4,4
1.1,Very Good,I,VS1,61.0,59.0,4878,6.65,6.67,4.06,180.08,3,6,4
0.7,Premium,G,VS1,62.8,57.0,2535,5.67,5.64,3.55,113.52,2,4,4
0.35,Ideal,D,VS1,63.0,57.0,990,4.51,4.48,2.83,57.18,1,1,4
0.54,Ideal,I,VS1,63.1,55.0,1453,5.18,5.22,3.27,88.42,1,6,4
0.3,Very Good,E,VS1,61.9,60.0,710,4.26,4.3,2.65,48.54,3,2,4
1.2,Ideal,I,VS1,59.3,57.0,5765,6.95,7.04,4.15,203.05,1,6,4
1.54,Very Good,I,VS1,61.1,63.0,10349,7.43,7.36,4.52,247.18,3,6,4
0.6,Ideal,G,VS1,61.3,60.0,2091,5.39,5.41,3.31,96.52,1,4,4
0.79,Ideal,I,VS1,62.2,57.0,2958,5.89,5.94,3.68,128.75,1,6,4
0.7,Ideal,I,VS1,61.5,56.0,2490,5.73,5.76,3.53,116.51,1,6,4
0.42,Ideal,D,VS1,61.5,54.0,1179,4.79,4.84,2.96,68.62,1,1,4
0.6,Good,I,VS1,60.1,62.0,1378,5.42,5.49,3.28,97.6,4,6,4
1.0,Ideal,G,VS1,62.9,57.0,6290,6.36,6.32,3.99,160.38,1,4,4
1.08,Premium,G,VS1,61.5,61.0,6532,6.62,6.55,4.05,175.61,2,4,4
0.74,Ideal,G,VS1,61.5,55.0,2780,5.81,5.86,3.59,122.23,1,4,4
0.36,Ideal,G,VS1,61.6,56.0,932,4.59,4.56,2.82,59.02,1,4,4
0.36,Ideal,G,VS1,62.9,57.0,932,4.6,4.56,2.88,60.41,1,4,4
0.77,Good,I,VS1,64.1,55.0,2184,5.8,5.86,3.73,126.78,4,6,4
1.21,Premium,I,VS1,61.2,59.0,5540,6.86,6.84,4.19,196.6,2,6,4
0.27,Very Good,E,VS1,61.8,55.0,518,4.18,4.21,2.59,45.58,3,2,4
0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48,114.66,2,1,4
0.56,Very Good,E,VS1,62.7,60.0,1931,5.25,5.28,3.3,91.48,3,2,4
0.71,Ideal,I,VS1,62.0,58.0,2266,5.75,5.72,3.55,116.76,1,6,4
0.5,Ideal,E,VS1,61.9,55.0,1675,5.08,5.13,3.16,82.35,1,2,4
0.31,Ideal,I,VS1,61.3,55.6,513,4.37,4.4,2.69,51.72,1,6,4
0.7,Premium,I,VS1,62.9,61.0,2234,5.64,5.62,3.54,112.21,2,6,4
0.73,Premium,I,VS1,60.3,58.0,2371,5.83,5.87,3.53,120.8,2,6,4
0.41,Good,I,VS1,63.7,57.0,755,4.67,4.72,2.99,65.91,4,6,4
0.54,Ideal,E,VS1,62.0,56.0,2041,5.25,5.17,3.23,87.67,1,2,4
0.46,Ideal,D,VS1,62.6,56.0,1637,4.92,4.95,3.09,75.25,1,1,4
1.05,Premium,G,VS1,61.1,59.0,7644,6.6,6.55,4.02,173.78,2,4,4
0.7,Very Good,E,VS1,63.4,62.0,2695,5.64,5.56,3.55,111.32,3,2,4
0.46,Very Good,E,VS1,62.9,52.0,1257,4.9,4.95,3.1,75.19,3,2,4
0.28,Ideal,I,VS1,61.8,55.0,448,4.2,4.25,2.61,46.59,1,6,4
0.46,Ideal,D,VS1,61.6,57.0,1637,4.95,4.98,3.06,75.43,1,1,4
0.34,Ideal,D,VS1,60.3,56.0,998,4.53,4.56,2.74,56.6,1,1,4
1.5,Very Good,I,VS1,62.2,59.0,10164,7.27,7.3,4.53,240.41,3,6,4
1.91,Fair,I,VS1,59.5,68.0,12244,8.1,7.91,4.78,306.26,5,6,4
0.34,Ideal,I,VS1,62.6,56.0,689,4.47,4.44,2.79,55.37,1,6,4
0.42,Very Good,I,VS1,60.4,60.0,791,4.82,4.88,2.93,68.92,3,6,4
2.01,Very Good,I,VS1,64.4,56.0,16811,7.84,7.9,5.07,314.02,3,6,4
